Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;BioSampleModel;Bytes;Center Name;Collection_Date;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Depth;env_broad_scale;env_local_scale;env_medium;Experiment;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;Instrument;lat_lon;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;Repeat_experiment;create_date;version;samp_collect_device;samp_mat_process;samp_size;samp_vol_we_dna_ext;Sample Name;size_frac;SRA Study;neg_cont_type;tot_depth_water_col;silicate;samp_store_dur;samp_store_loc;samp_store_temp
SRR27452893;AMPLICON;460;23909947;PRJNA1032405;SAMN38358191;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;13111611;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Transition;seawater;SRX23124904;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.52807 N 2.8463 E;ftWT3bis_surface_5_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT3bis_surface_5_3;2024-01-08T06:04:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1980;112_099_221209_999_3394_460_03_3841;0,45;SRP475428;not applicable;27,1;;;;
SRR27452894;AMPLICON;384;2532080;PRJNA1032405;SAMN38357793;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1444480;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;6/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124758;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.1853 N 2.70142 E;ft120_bottom_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft120_bottom_3_1;2024-01-08T06:07:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1100;112_099_221130_999_3476_460_01_3841;0,45;SRP475428;not applicable;6;;;;
SRR27452895;AMPLICON;468;3944735;PRJNA1032405;SAMN38358123;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2240863;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Transition;seawater;SRX23124757;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50317 N 2.87122 E;ftWT1bis_surface_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_surface_3_1;2024-01-08T06:08:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1670;112_099_221206_999_3352_460_01_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452896;AMPLICON;475;42678112;PRJNA1032405;SAMN38358122;MIGS/MIMS/MIMARKS.water,MIMARKS.survey;23697129;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Transition;seawater;SRX23124756;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50317 N 2.87122 E;ftWT1bis_surface_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_surface_2_3;2024-01-08T06:09:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1880;112_099_221208_999_3351_460_03_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452897;AMPLICON;469;1394135;PRJNA1032405;SAMN38358121;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;829913;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Transition;seawater;SRX23124755;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50317 N 2.87122 E;ftWT1bis_surface_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_surface_2_2;2024-01-08T06:08:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1880;112_099_221208_999_3351_460_02_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452898;AMPLICON;475;5151928;PRJNA1032405;SAMN38358120;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2870044;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Transition;seawater;SRX23124754;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50317 N 2.87122 E;ftWT1bis_surface_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_surface_2_1;2024-01-08T06:08:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1880;112_099_221208_999_3351_460_01_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452899;AMPLICON;458;31895608;PRJNA1032405;SAMN38358119;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;18331503;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Transition;seawater;SRX23124753;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50317 N 2.87122 E;ftWT1bis_surface_1_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_surface_1_3;2024-01-08T06:09:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1770;112_099_221130_999_3350_460_03_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452900;AMPLICON;464;4048408;PRJNA1032405;SAMN38358118;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2368865;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Transition;seawater;SRX23124752;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50317 N 2.87122 E;ftWT1bis_surface_1_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_surface_1_2;2024-01-08T06:08:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1770;112_099_221130_999_3350_460_02_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452901;AMPLICON;420;738386;PRJNA1032405;SAMN38358117;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;464230;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Transition;seawater;SRX23124751;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50317 N 2.87122 E;ftWT1bis_surface_1_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_surface_1_1;2024-01-08T06:08:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1770;112_099_221130_999_3350_460_01_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452902;AMPLICON;456;25854461;PRJNA1032405;SAMN38358116;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;14130183;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124750;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_5_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_5_3;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1880;112_099_221206_999_3359_460_03_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452903;AMPLICON;415;12531933;PRJNA1032405;SAMN38358115;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;6498274;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124749;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_5_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_5_2;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1880;112_099_221206_999_3359_460_02_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452904;AMPLICON;406;6649572;PRJNA1032405;SAMN38358114;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;3465597;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124748;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_5_1;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1880;112_099_221206_999_3359_460_01_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452905;AMPLICON;403;2056591;PRJNA1032405;SAMN38357792;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1246742;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;6/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124747;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.1853 N 2.70142 E;ft120_bottom_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft120_bottom_2_3;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1050;112_099_221208_999_3475_460_03_3841;0,45;SRP475428;not applicable;6;;;;
SRR27452906;AMPLICON;410;10927611;PRJNA1032405;SAMN38358113;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;5863372;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124746;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_4_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_4_3;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1770;112_099_221130_999_3358_460_03_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452907;AMPLICON;403;16276943;PRJNA1032405;SAMN38358112;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;8571380;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124745;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_4_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_4_2;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1770;112_099_221130_999_3358_460_02_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452908;AMPLICON;381;6741258;PRJNA1032405;SAMN38358111;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;3498579;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124744;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_4_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_4_1;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1770;112_099_221130_999_3358_460_01_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452909;AMPLICON;461;9677636;PRJNA1032405;SAMN38358110;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;5408927;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124743;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_3_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_3_3;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;2000;112_099_221209_999_3357_460_03_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452910;AMPLICON;442;12228295;PRJNA1032405;SAMN38358109;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;6615838;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124742;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_3_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_3_2;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;2000;112_099_221209_999_3357_460_02_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452911;AMPLICON;445;14884441;PRJNA1032405;SAMN38358108;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;8059641;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124741;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_3_1;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;2000;112_099_221209_999_3357_460_01_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452912;AMPLICON;412;12379218;PRJNA1032405;SAMN38358107;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;6805937;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124740;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_2_3;2024-01-08T06:15:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1800;112_099_221207_999_3356_460_03_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452913;AMPLICON;424;13505830;PRJNA1032405;SAMN38358106;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;7344403;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124739;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_2_2;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1800;112_099_221207_999_3356_460_02_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452914;AMPLICON;403;4180285;PRJNA1032405;SAMN38358105;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2257671;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124738;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_2_1;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1800;112_099_221207_999_3356_460_01_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452915;AMPLICON;486;40774944;PRJNA1032405;SAMN38358104;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;22726252;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124737;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_1_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_1_3;2024-01-08T06:15:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1710;112_099_221130_999_3355_460_03_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452916;AMPLICON;409;1477765;PRJNA1032405;SAMN38357791;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;879904;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;6/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124736;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.1853 N 2.70142 E;ft120_bottom_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft120_bottom_2_2;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1050;112_099_221208_999_3475_460_02_3841;0,45;SRP475428;not applicable;6;;;;
SRR27452917;AMPLICON;492;37105614;PRJNA1032405;SAMN38358103;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;20714831;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124880;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.50318 N 2.87122 E;ftWT1bis_bottom_1_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftWT1bis_bottom_1_2;2024-01-08T06:15:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1710;112_099_221130_999_3355_460_02_3841;0,45;SRP475428;not applicable;24,2;;;;
SRR27452918;AMPLICON;478;773791;PRJNA1032405;SAMN38358037;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;503369;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124734;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.53632 N 2.943 E;ftTrack3_bottom_4_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftTrack3_bottom_4_2;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1840;112_099_221129_999_3378_460_02_3841;0,45;SRP475428;not applicable;12,9;;;;
SRR27452919;AMPLICON;501;2615089;PRJNA1032405;SAMN38358036;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1521300;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124733;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.53632 N 2.943 E;ftTrack3_bottom_4_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftTrack3_bottom_4_1;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1840;112_099_221129_999_3378_460_01_3841;0,45;SRP475428;not applicable;12,9;;;;
SRR27452920;AMPLICON;497;15235390;PRJNA1032405;SAMN38358035;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;8365186;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124732;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.53632 N 2.943 E;ftTrack3_bottom_3_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftTrack3_bottom_3_3;2024-01-08T06:15:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1200;112_099_221208_999_3377_460_03_3841;0,45;SRP475428;not applicable;12,9;;;;
SRR27452921;AMPLICON;500;40005379;PRJNA1032405;SAMN38358034;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;21873594;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124731;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.53632 N 2.943 E;ftTrack3_bottom_3_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftTrack3_bottom_3_2;2024-01-08T06:15:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1200;112_099_221208_999_3377_460_02_3841;0,45;SRP475428;not applicable;12,9;;;;
SRR27452922;AMPLICON;379;3206597;PRJNA1032405;SAMN38357784;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1685040;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;6/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Coastal;seawater;SRX23124730;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.15649 N 2.60694 E;ft115bis_surface_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft115bis_surface_5_1;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;750;112_099_221206_999_3483_460_01_3841;0,45;SRP475428;not applicable;11,1;;;;
SRR27452923;AMPLICON;507;33540727;PRJNA1032405;SAMN38358033;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;18347377;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124729;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.53632 N 2.943 E;ftTrack3_bottom_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftTrack3_bottom_3_1;2024-01-08T06:15:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1200;112_099_221208_999_3377_460_01_3841;0,45;SRP475428;not applicable;12,9;;;;
SRR27452924;AMPLICON;408;5372454;PRJNA1032405;SAMN38358032;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2971730;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124728;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.53632 N 2.943 E;ftTrack3_bottom_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftTrack3_bottom_2_3;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1890;112_099_221202_999_3376_460_03_3841;0,45;SRP475428;not applicable;12,9;;;;
SRR27452925;AMPLICON;424;4827519;PRJNA1032405;SAMN38358031;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2667025;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;29/09/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition;seawater;SRX23124727;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.53632 N 2.943 E;ftTrack3_bottom_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ftTrack3_bottom_2_2;2024-01-08T06:14:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1890;112_099_221202_999_3376_460_02_3841;0,45;SRP475428;not applicable;12,9;;;;
